date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:19:50	14351/14351	---M--	200	added ('OK')	text/css	date:Tue,%2001%20Oct%202024%2013:53:36%20GMT	https://www.utelvt.edu.ec/site/wp-content/plugins/elementor/assets/css/widget-nested-tabs.min.css	C:/My%20Web%20Sites/UTELVT/www.utelvt.edu.ec/site/wp-content/plugins/elementor/assets/css/widget-nested-tabs.min.css	(from https://www.utelvt.edu.ec/site/convenios-nacionales/)
21:19:50	11393/11393	---M--	200	added ('OK')	text/css	date:Mon,%2007%20Oct%202024%2021:01:48%20GMT	https://www.utelvt.edu.ec/site/wp-content/uploads/elementor/css/post-11296.css	C:/My%20Web%20Sites/UTELVT/www.utelvt.edu.ec/site/wp-content/uploads/elementor/css/post-11296.css	(from https://www.utelvt.edu.ec/site/convenios-nacionales/)
21:19:52	137696/137696	---MC-	200	added ('OK')	application/json	date:Tue,%2008%20Oct%202024%2002:19:51%20GMT	https://www.utelvt.edu.ec/site/wp-json/wp/v2/pages/11296	C:/My%20Web%20Sites/UTELVT/www.utelvt.edu.ec/site/wp-json/wp/v2/pages/11296.json	(from https://www.utelvt.edu.ec/site/convenios-nacionales/)
21:19:52	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2008%20Oct%202024%2002:19:52%20GMT	https://www.utelvt.edu.ec/site/?p=11296	C:/My%20Web%20Sites/UTELVT/www.utelvt.edu.ec/site/indexca09.html	(from https://www.utelvt.edu.ec/site/convenios-nacionales/)
21:19:52	2271/2271	---MC-	200	added ('OK')	application/json	date:Tue,%2008%20Oct%202024%2002:19:52%20GMT	https://www.utelvt.edu.ec/site/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.utelvt.edu.ec%2Fsite%2Fconvenios-nacionales%2F	C:/My%20Web%20Sites/UTELVT/www.utelvt.edu.ec/site/wp-json/oembed/1.0/embedafc3.json	(from https://www.utelvt.edu.ec/site/convenios-nacionales/)
21:19:53	2423/2423	---MC-	200	added ('OK')	text/xml	date:Tue,%2008%20Oct%202024%2002:19:53%20GMT	https://www.utelvt.edu.ec/site/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.utelvt.edu.ec%2Fsite%2Fconvenios-nacionales%2F&format=xml	C:/My%20Web%20Sites/UTELVT/www.utelvt.edu.ec/site/wp-json/oembed/1.0/embeda26b	(from https://www.utelvt.edu.ec/site/convenios-nacionales/)
21:19:54	3144/3144	---M--	200	added ('OK')	image/png	date:Tue,%2030%20Jul%202024%2019:33:32%20GMT	https://www.utelvt.edu.ec/site/wp-content/uploads/2024/04/borde-1024x56.png	C:/My%20Web%20Sites/UTELVT/www.utelvt.edu.ec/site/wp-content/uploads/2024/04/borde-1024x56.png	(from https://www.utelvt.edu.ec/site/convenios-nacionales/)
21:19:56	3041/3041	---M--	200	added ('OK')	text/css	date:Mon,%2007%20Oct%202024%2021:04:55%20GMT	https://www.utelvt.edu.ec/site/wp-content/uploads/elementor/css/post-11325.css	C:/My%20Web%20Sites/UTELVT/www.utelvt.edu.ec/site/wp-content/uploads/elementor/css/post-11325.css	(from https://www.utelvt.edu.ec/site/convenios-internacionales/)
21:19:57	31449/31449	---MC-	200	added ('OK')	application/json	date:Tue,%2008%20Oct%202024%2002:19:57%20GMT	https://www.utelvt.edu.ec/site/wp-json/wp/v2/pages/11325	C:/My%20Web%20Sites/UTELVT/www.utelvt.edu.ec/site/wp-json/wp/v2/pages/11325.json	(from https://www.utelvt.edu.ec/site/convenios-internacionales/)
21:19:58	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2008%20Oct%202024%2002:19:58%20GMT	https://www.utelvt.edu.ec/site/?p=11325	C:/My%20Web%20Sites/UTELVT/www.utelvt.edu.ec/site/indexe114.html	(from https://www.utelvt.edu.ec/site/convenios-internacionales/)
21:19:58	2296/2296	---MC-	200	added ('OK')	application/json	date:Tue,%2008%20Oct%202024%2002:19:58%20GMT	https://www.utelvt.edu.ec/site/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.utelvt.edu.ec%2Fsite%2Fconvenios-internacionales%2F	C:/My%20Web%20Sites/UTELVT/www.utelvt.edu.ec/site/wp-json/oembed/1.0/embedc6e6.json	(from https://www.utelvt.edu.ec/site/convenios-internacionales/)
21:20:00	2448/2448	---MC-	200	added ('OK')	text/xml	date:Tue,%2008%20Oct%202024%2002:19:59%20GMT	https://www.utelvt.edu.ec/site/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.utelvt.edu.ec%2Fsite%2Fconvenios-internacionales%2F&format=xml	C:/My%20Web%20Sites/UTELVT/www.utelvt.edu.ec/site/wp-json/oembed/1.0/embede86b	(from https://www.utelvt.edu.ec/site/convenios-internacionales/)
21:20:00	9923/9923	---M--	200	added ('OK')	text/css	date:Tue,%2008%20Oct%202024%2002:14:34%20GMT	https://www.utelvt.edu.ec/site/wp-content/uploads/elementor/css/post-11422.css	C:/My%20Web%20Sites/UTELVT/www.utelvt.edu.ec/site/wp-content/uploads/elementor/css/post-11422.css	(from https://www.utelvt.edu.ec/site/cartas-de-compromiso/)
21:20:02	104545/104545	---MC-	200	added ('OK')	application/json	date:Tue,%2008%20Oct%202024%2002:20:01%20GMT	https://www.utelvt.edu.ec/site/wp-json/wp/v2/pages/11422	C:/My%20Web%20Sites/UTELVT/www.utelvt.edu.ec/site/wp-json/wp/v2/pages/11422.json	(from https://www.utelvt.edu.ec/site/cartas-de-compromiso/)
21:20:03	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2008%20Oct%202024%2002:20:02%20GMT	https://www.utelvt.edu.ec/site/?p=11422	C:/My%20Web%20Sites/UTELVT/www.utelvt.edu.ec/site/indexc0bd.html	(from https://www.utelvt.edu.ec/site/cartas-de-compromiso/)
21:20:03	2271/2271	---MC-	200	added ('OK')	application/json	date:Tue,%2008%20Oct%202024%2002:20:02%20GMT	https://www.utelvt.edu.ec/site/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.utelvt.edu.ec%2Fsite%2Fcartas-de-compromiso%2F	C:/My%20Web%20Sites/UTELVT/www.utelvt.edu.ec/site/wp-json/oembed/1.0/embed3d0c.json	(from https://www.utelvt.edu.ec/site/cartas-de-compromiso/)
21:20:05	2423/2423	---MC-	200	added ('OK')	text/xml	date:Tue,%2008%20Oct%202024%2002:20:04%20GMT	https://www.utelvt.edu.ec/site/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.utelvt.edu.ec%2Fsite%2Fcartas-de-compromiso%2F&format=xml	C:/My%20Web%20Sites/UTELVT/www.utelvt.edu.ec/site/wp-json/oembed/1.0/embed40c3	(from https://www.utelvt.edu.ec/site/cartas-de-compromiso/)
21:20:06	3766/3766	---M--	200	added ('OK')	text/css	date:Mon,%2007%20Oct%202024%2019:21:40%20GMT	https://www.utelvt.edu.ec/site/wp-content/uploads/elementor/css/post-1050.css	C:/My%20Web%20Sites/UTELVT/www.utelvt.edu.ec/site/wp-content/uploads/elementor/css/post-1050.css	(from https://www.utelvt.edu.ec/site/facultades/facultad-de-ingenierias/ingenieria-electrica/)
21:20:07	20873/20873	---MC-	200	added ('OK')	application/json	date:Tue,%2008%20Oct%202024%2002:20:07%20GMT	https://www.utelvt.edu.ec/site/wp-json/wp/v2/pages/1050	C:/My%20Web%20Sites/UTELVT/www.utelvt.edu.ec/site/wp-json/wp/v2/pages/1050.json	(from https://www.utelvt.edu.ec/site/facultades/facultad-de-ingenierias/ingenieria-electrica/)
21:20:08	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2008%20Oct%202024%2002:20:08%20GMT	https://www.utelvt.edu.ec/site/?p=1050	C:/My%20Web%20Sites/UTELVT/www.utelvt.edu.ec/site/index93a0.html	(from https://www.utelvt.edu.ec/site/facultades/facultad-de-ingenierias/ingenieria-electrica/)
21:20:08	2321/2321	---MC-	200	added ('OK')	application/json	date:Tue,%2008%20Oct%202024%2002:20:08%20GMT	https://www.utelvt.edu.ec/site/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.utelvt.edu.ec%2Fsite%2Ffacultades%2Ffacultad-de-ingenierias%2Fingenieria-electrica%2F	C:/My%20Web%20Sites/UTELVT/www.utelvt.edu.ec/site/wp-json/oembed/1.0/embedd6c1.json	(from https://www.utelvt.edu.ec/site/facultades/facultad-de-ingenierias/ingenieria-electrica/)
21:20:10	2469/2469	---MC-	200	added ('OK')	text/xml	date:Tue,%2008%20Oct%202024%2002:20:09%20GMT	https://www.utelvt.edu.ec/site/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.utelvt.edu.ec%2Fsite%2Ffacultades%2Ffacultad-de-ingenierias%2Fingenieria-electrica%2F&format=xml	C:/My%20Web%20Sites/UTELVT/www.utelvt.edu.ec/site/wp-json/oembed/1.0/embed794e	(from https://www.utelvt.edu.ec/site/facultades/facultad-de-ingenierias/ingenieria-electrica/)
21:20:12	327244/327244	---M--	200	added ('OK')	image/jpeg	date:Fri,%2028%20Jan%202022%2015:32:11%20GMT	https://www.utelvt.edu.ec/site/wp-content/uploads/2022/01/ELECTRICIDAD-4.jpg	C:/My%20Web%20Sites/UTELVT/www.utelvt.edu.ec/site/wp-content/uploads/2022/01/ELECTRICIDAD-4.jpg	(from https://www.utelvt.edu.ec/site/facultades/facultad-de-ingenierias/ingenieria-electrica/)
21:20:13	330608/330608	---M--	200	added ('OK')	image/jpeg	date:Fri,%2028%20Jan%202022%2015:32:13%20GMT	https://www.utelvt.edu.ec/site/wp-content/uploads/2022/01/ELECTRICIDAD-1.jpg	C:/My%20Web%20Sites/UTELVT/www.utelvt.edu.ec/site/wp-content/uploads/2022/01/ELECTRICIDAD-1.jpg	(from https://www.utelvt.edu.ec/site/facultades/facultad-de-ingenierias/ingenieria-electrica/)
21:20:14	317012/317012	---M--	200	added ('OK')	image/jpeg	date:Fri,%2028%20Jan%202022%2015:32:15%20GMT	https://www.utelvt.edu.ec/site/wp-content/uploads/2022/01/ELECTRICIDAD-2.jpg	C:/My%20Web%20Sites/UTELVT/www.utelvt.edu.ec/site/wp-content/uploads/2022/01/ELECTRICIDAD-2.jpg	(from https://www.utelvt.edu.ec/site/facultades/facultad-de-ingenierias/ingenieria-electrica/)
21:20:14	4304/4304	---M--	200	added ('OK')	text/css	date:Mon,%2007%20Oct%202024%2020:14:42%20GMT	https://www.utelvt.edu.ec/site/wp-content/uploads/elementor/css/post-1043.css	C:/My%20Web%20Sites/UTELVT/www.utelvt.edu.ec/site/wp-content/uploads/elementor/css/post-1043.css	(from https://www.utelvt.edu.ec/site/facultades/facultad-de-ingenierias/ingenieria-mecanica/)
21:20:14	313122/313122	---M--	200	added ('OK')	image/jpeg	date:Fri,%2028%20Jan%202022%2015:32:18%20GMT	https://www.utelvt.edu.ec/site/wp-content/uploads/2022/01/ELECTRICIDAD-3.jpg	C:/My%20Web%20Sites/UTELVT/www.utelvt.edu.ec/site/wp-content/uploads/2022/01/ELECTRICIDAD-3.jpg	(from https://www.utelvt.edu.ec/site/facultades/facultad-de-ingenierias/ingenieria-electrica/)
21:20:15	58957/58957	---MC-	200	added ('OK')	application/json	date:Tue,%2008%20Oct%202024%2002:20:14%20GMT	https://www.utelvt.edu.ec/site/wp-json/wp/v2/pages/1043	C:/My%20Web%20Sites/UTELVT/www.utelvt.edu.ec/site/wp-json/wp/v2/pages/1043.json	(from https://www.utelvt.edu.ec/site/facultades/facultad-de-ingenierias/ingenieria-mecanica/)
21:20:16	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2008%20Oct%202024%2002:20:16%20GMT	https://www.utelvt.edu.ec/site/?p=1043	C:/My%20Web%20Sites/UTELVT/www.utelvt.edu.ec/site/index080f.html	(from https://www.utelvt.edu.ec/site/facultades/facultad-de-ingenierias/ingenieria-mecanica/)
21:20:16	2322/2322	---MC-	200	added ('OK')	application/json	date:Tue,%2008%20Oct%202024%2002:20:16%20GMT	https://www.utelvt.edu.ec/site/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.utelvt.edu.ec%2Fsite%2Ffacultades%2Ffacultad-de-ingenierias%2Fingenieria-mecanica%2F	C:/My%20Web%20Sites/UTELVT/www.utelvt.edu.ec/site/wp-json/oembed/1.0/embedab35.json	(from https://www.utelvt.edu.ec/site/facultades/facultad-de-ingenierias/ingenieria-mecanica/)
21:20:18	2470/2470	---MC-	200	added ('OK')	text/xml	date:Tue,%2008%20Oct%202024%2002:20:17%20GMT	https://www.utelvt.edu.ec/site/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.utelvt.edu.ec%2Fsite%2Ffacultades%2Ffacultad-de-ingenierias%2Fingenieria-mecanica%2F&format=xml	C:/My%20Web%20Sites/UTELVT/www.utelvt.edu.ec/site/wp-json/oembed/1.0/embedaa97	(from https://www.utelvt.edu.ec/site/facultades/facultad-de-ingenierias/ingenieria-mecanica/)
21:20:20	211187/211187	---M--	200	added ('OK')	image/jpeg	date:Fri,%2028%20Jan%202022%2015:51:38%20GMT	https://www.utelvt.edu.ec/site/wp-content/uploads/2022/01/MECANICA-3.jpg	C:/My%20Web%20Sites/UTELVT/www.utelvt.edu.ec/site/wp-content/uploads/2022/01/MECANICA-3.jpg	(from https://www.utelvt.edu.ec/site/facultades/facultad-de-ingenierias/ingenieria-mecanica/)
21:20:20	452442/452442	---M--	200	added ('OK')	image/jpeg	date:Fri,%2028%20Jan%202022%2015:51:37%20GMT	https://www.utelvt.edu.ec/site/wp-content/uploads/2022/01/MECANICA-4.jpg	C:/My%20Web%20Sites/UTELVT/www.utelvt.edu.ec/site/wp-content/uploads/2022/01/MECANICA-4.jpg	(from https://www.utelvt.edu.ec/site/facultades/facultad-de-ingenierias/ingenieria-mecanica/)
21:20:21	250814/250814	---M--	200	added ('OK')	image/jpeg	date:Fri,%2028%20Jan%202022%2015:51:41%20GMT	https://www.utelvt.edu.ec/site/wp-content/uploads/2022/01/MECANICA-2.jpg	C:/My%20Web%20Sites/UTELVT/www.utelvt.edu.ec/site/wp-content/uploads/2022/01/MECANICA-2.jpg	(from https://www.utelvt.edu.ec/site/facultades/facultad-de-ingenierias/ingenieria-mecanica/)
21:20:22	185724/185724	---M--	200	added ('OK')	image/jpeg	date:Fri,%2028%20Jan%202022%2015:51:42%20GMT	https://www.utelvt.edu.ec/site/wp-content/uploads/2022/01/MECANICA-1.jpg	C:/My%20Web%20Sites/UTELVT/www.utelvt.edu.ec/site/wp-content/uploads/2022/01/MECANICA-1.jpg	(from https://www.utelvt.edu.ec/site/facultades/facultad-de-ingenierias/ingenieria-mecanica/)
21:20:22	4291/4291	---M--	200	added ('OK')	text/css	date:Mon,%2007%20Oct%202024%2019:59:59%20GMT	https://www.utelvt.edu.ec/site/wp-content/uploads/elementor/css/post-1093.css	C:/My%20Web%20Sites/UTELVT/www.utelvt.edu.ec/site/wp-content/uploads/elementor/css/post-1093.css	(from https://www.utelvt.edu.ec/site/facultades/facultad-de-ingenierias/ingenieria-quimica/)
21:20:23	22334/22334	---MC-	200	added ('OK')	application/json	date:Tue,%2008%20Oct%202024%2002:20:23%20GMT	https://www.utelvt.edu.ec/site/wp-json/wp/v2/pages/1093	C:/My%20Web%20Sites/UTELVT/www.utelvt.edu.ec/site/wp-json/wp/v2/pages/1093.json	(from https://www.utelvt.edu.ec/site/facultades/facultad-de-ingenierias/ingenieria-quimica/)
21:20:24	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2008%20Oct%202024%2002:20:24%20GMT	https://www.utelvt.edu.ec/site/?p=1093	C:/My%20Web%20Sites/UTELVT/www.utelvt.edu.ec/site/index9a65.html	(from https://www.utelvt.edu.ec/site/facultades/facultad-de-ingenierias/ingenieria-quimica/)
21:20:24	2365/2365	---MC-	200	added ('OK')	application/json	date:Tue,%2008%20Oct%202024%2002:20:24%20GMT	https://www.utelvt.edu.ec/site/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.utelvt.edu.ec%2Fsite%2Ffacultades%2Ffacultad-de-ingenierias%2Fingenieria-quimica%2F	C:/My%20Web%20Sites/UTELVT/www.utelvt.edu.ec/site/wp-json/oembed/1.0/embed13de.json	(from https://www.utelvt.edu.ec/site/facultades/facultad-de-ingenierias/ingenieria-quimica/)
21:20:26	2513/2513	---MC-	200	added ('OK')	text/xml	date:Tue,%2008%20Oct%202024%2002:20:25%20GMT	https://www.utelvt.edu.ec/site/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.utelvt.edu.ec%2Fsite%2Ffacultades%2Ffacultad-de-ingenierias%2Fingenieria-quimica%2F&format=xml	C:/My%20Web%20Sites/UTELVT/www.utelvt.edu.ec/site/wp-json/oembed/1.0/embed9c57	(from https://www.utelvt.edu.ec/site/facultades/facultad-de-ingenierias/ingenieria-quimica/)
21:20:29	258374/258374	---M--	200	added ('OK')	image/jpeg	date:Fri,%2028%20Jan%202022%2016:08:31%20GMT	https://www.utelvt.edu.ec/site/wp-content/uploads/2022/01/QUIMICA-4.jpg	C:/My%20Web%20Sites/UTELVT/www.utelvt.edu.ec/site/wp-content/uploads/2022/01/QUIMICA-4.jpg	(from https://www.utelvt.edu.ec/site/facultades/facultad-de-ingenierias/ingenieria-quimica/)
21:20:29	170723/170723	---M--	200	added ('OK')	image/jpeg	date:Fri,%2028%20Jan%202022%2016:08:33%20GMT	https://www.utelvt.edu.ec/site/wp-content/uploads/2022/01/QUIMICA-3.jpg	C:/My%20Web%20Sites/UTELVT/www.utelvt.edu.ec/site/wp-content/uploads/2022/01/QUIMICA-3.jpg	(from https://www.utelvt.edu.ec/site/facultades/facultad-de-ingenierias/ingenieria-quimica/)
21:20:31	195614/195614	---M--	200	added ('OK')	image/jpeg	date:Fri,%2028%20Jan%202022%2016:08:35%20GMT	https://www.utelvt.edu.ec/site/wp-content/uploads/2022/01/QUIMICA-2.jpg	C:/My%20Web%20Sites/UTELVT/www.utelvt.edu.ec/site/wp-content/uploads/2022/01/QUIMICA-2.jpg	(from https://www.utelvt.edu.ec/site/facultades/facultad-de-ingenierias/ingenieria-quimica/)
21:20:32	3902/3902	---M--	200	added ('OK')	text/css	date:Mon,%2007%20Oct%202024%2019:21:46%20GMT	https://www.utelvt.edu.ec/site/wp-content/uploads/elementor/css/post-1113.css	C:/My%20Web%20Sites/UTELVT/www.utelvt.edu.ec/site/wp-content/uploads/elementor/css/post-1113.css	(from https://www.utelvt.edu.ec/site/facultades/facultad-de-ingenierias/tecnologias-de-la-informacion/)
21:20:32	247333/247333	---M--	200	added ('OK')	image/jpeg	date:Fri,%2028%20Jan%202022%2016:08:37%20GMT	https://www.utelvt.edu.ec/site/wp-content/uploads/2022/01/QUIMICA-1.jpg	C:/My%20Web%20Sites/UTELVT/www.utelvt.edu.ec/site/wp-content/uploads/2022/01/QUIMICA-1.jpg	(from https://www.utelvt.edu.ec/site/facultades/facultad-de-ingenierias/ingenieria-quimica/)
21:20:33	23025/23025	---MC-	200	added ('OK')	application/json	date:Tue,%2008%20Oct%202024%2002:20:33%20GMT	https://www.utelvt.edu.ec/site/wp-json/wp/v2/pages/1113	C:/My%20Web%20Sites/UTELVT/www.utelvt.edu.ec/site/wp-json/wp/v2/pages/1113.json	(from https://www.utelvt.edu.ec/site/facultades/facultad-de-ingenierias/tecnologias-de-la-informacion/)
21:20:34	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2008%20Oct%202024%2002:20:34%20GMT	https://www.utelvt.edu.ec/site/?p=1113	C:/My%20Web%20Sites/UTELVT/www.utelvt.edu.ec/site/index5d7e.html	(from https://www.utelvt.edu.ec/site/facultades/facultad-de-ingenierias/tecnologias-de-la-informacion/)
21:20:35	2420/2420	---MC-	200	added ('OK')	application/json	date:Tue,%2008%20Oct%202024%2002:20:34%20GMT	https://www.utelvt.edu.ec/site/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.utelvt.edu.ec%2Fsite%2Ffacultades%2Ffacultad-de-ingenierias%2Ftecnologias-de-la-informacion%2F	C:/My%20Web%20Sites/UTELVT/www.utelvt.edu.ec/site/wp-json/oembed/1.0/embed8ab9.json	(from https://www.utelvt.edu.ec/site/facultades/facultad-de-ingenierias/tecnologias-de-la-informacion/)
21:20:35	2568/2568	---MC-	200	added ('OK')	text/xml	date:Tue,%2008%20Oct%202024%2002:20:35%20GMT	https://www.utelvt.edu.ec/site/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.utelvt.edu.ec%2Fsite%2Ffacultades%2Ffacultad-de-ingenierias%2Ftecnologias-de-la-informacion%2F&format=xml	C:/My%20Web%20Sites/UTELVT/www.utelvt.edu.ec/site/wp-json/oembed/1.0/embed83e7	(from https://www.utelvt.edu.ec/site/facultades/facultad-de-ingenierias/tecnologias-de-la-informacion/)
21:20:37	283174/283174	---M--	200	added ('OK')	image/jpeg	date:Fri,%2028%20Jan%202022%2016:19:45%20GMT	https://www.utelvt.edu.ec/site/wp-content/uploads/2022/01/TIC-4.jpg	C:/My%20Web%20Sites/UTELVT/www.utelvt.edu.ec/site/wp-content/uploads/2022/01/TIC-4.jpg	(from https://www.utelvt.edu.ec/site/facultades/facultad-de-ingenierias/tecnologias-de-la-informacion/)
21:20:38	279344/279344	---M--	200	added ('OK')	image/jpeg	date:Fri,%2028%20Jan%202022%2016:19:47%20GMT	https://www.utelvt.edu.ec/site/wp-content/uploads/2022/01/TIC-3.jpg	C:/My%20Web%20Sites/UTELVT/www.utelvt.edu.ec/site/wp-content/uploads/2022/01/TIC-3.jpg	(from https://www.utelvt.edu.ec/site/facultades/facultad-de-ingenierias/tecnologias-de-la-informacion/)
21:20:39	243610/243610	---M--	200	added ('OK')	image/jpeg	date:Fri,%2028%20Jan%202022%2016:19:49%20GMT	https://www.utelvt.edu.ec/site/wp-content/uploads/2022/01/TIC-2.jpg	C:/My%20Web%20Sites/UTELVT/www.utelvt.edu.ec/site/wp-content/uploads/2022/01/TIC-2.jpg	(from https://www.utelvt.edu.ec/site/facultades/facultad-de-ingenierias/tecnologias-de-la-informacion/)
21:20:40	243390/243390	---M--	200	added ('OK')	image/jpeg	date:Fri,%2028%20Jan%202022%2016:19:51%20GMT	https://www.utelvt.edu.ec/site/wp-content/uploads/2022/01/TIC-1.jpg	C:/My%20Web%20Sites/UTELVT/www.utelvt.edu.ec/site/wp-content/uploads/2022/01/TIC-1.jpg	(from https://www.utelvt.edu.ec/site/facultades/facultad-de-ingenierias/tecnologias-de-la-informacion/)
21:20:40	4200/4200	---M--	200	added ('OK')	text/css	date:Mon,%2007%20Oct%202024%2021:31:15%20GMT	https://www.utelvt.edu.ec/site/wp-content/uploads/elementor/css/post-984.css	C:/My%20Web%20Sites/UTELVT/www.utelvt.edu.ec/site/wp-content/uploads/elementor/css/post-984.css	(from https://www.utelvt.edu.ec/site/facultades/ciencias-sociales-y-de-servicios/turismo/)
21:20:41	20071/20071	---MC-	200	added ('OK')	application/json	date:Tue,%2008%20Oct%202024%2002:20:41%20GMT	https://www.utelvt.edu.ec/site/wp-json/wp/v2/pages/984	C:/My%20Web%20Sites/UTELVT/www.utelvt.edu.ec/site/wp-json/wp/v2/pages/984.json	(from https://www.utelvt.edu.ec/site/facultades/ciencias-sociales-y-de-servicios/turismo/)
21:20:43	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2008%20Oct%202024%2002:20:42%20GMT	https://www.utelvt.edu.ec/site/?p=984	C:/My%20Web%20Sites/UTELVT/www.utelvt.edu.ec/site/index1834.html	(from https://www.utelvt.edu.ec/site/facultades/ciencias-sociales-y-de-servicios/turismo/)
21:20:43	2298/2298	---MC-	200	added ('OK')	application/json	date:Tue,%2008%20Oct%202024%2002:20:42%20GMT	https://www.utelvt.edu.ec/site/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.utelvt.edu.ec%2Fsite%2Ffacultades%2Fciencias-sociales-y-de-servicios%2Fturismo%2F	C:/My%20Web%20Sites/UTELVT/www.utelvt.edu.ec/site/wp-json/oembed/1.0/embed9cfe.json	(from https://www.utelvt.edu.ec/site/facultades/ciencias-sociales-y-de-servicios/turismo/)
21:20:44	2446/2446	---MC-	200	added ('OK')	text/xml	date:Tue,%2008%20Oct%202024%2002:20:44%20GMT	https://www.utelvt.edu.ec/site/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.utelvt.edu.ec%2Fsite%2Ffacultades%2Fciencias-sociales-y-de-servicios%2Fturismo%2F&format=xml	C:/My%20Web%20Sites/UTELVT/www.utelvt.edu.ec/site/wp-json/oembed/1.0/embedbdaa	(from https://www.utelvt.edu.ec/site/facultades/ciencias-sociales-y-de-servicios/turismo/)
21:20:46	282288/282288	---M--	200	added ('OK')	image/jpeg	date:Wed,%2022%20Jun%202022%2019:56:51%20GMT	https://www.utelvt.edu.ec/site/wp-content/uploads/2022/06/turismo-1.jpg	C:/My%20Web%20Sites/UTELVT/www.utelvt.edu.ec/site/wp-content/uploads/2022/06/turismo-1.jpg	(from https://www.utelvt.edu.ec/site/facultades/ciencias-sociales-y-de-servicios/turismo/)
21:20:47	4204/4204	---M--	200	added ('OK')	text/css	date:Mon,%2007%20Oct%202024%2021:27:00%20GMT	https://www.utelvt.edu.ec/site/wp-content/uploads/elementor/css/post-701.css	C:/My%20Web%20Sites/UTELVT/www.utelvt.edu.ec/site/wp-content/uploads/elementor/css/post-701.css	(from https://www.utelvt.edu.ec/site/facultades/ciencias-sociales-y-de-servicios/sociologia/)
21:20:48	402821/402821	---M--	200	added ('OK')	image/jpeg	date:Wed,%2022%20Jun%202022%2019:56:45%20GMT	https://www.utelvt.edu.ec/site/wp-content/uploads/2022/06/turismo-3.jpg	C:/My%20Web%20Sites/UTELVT/www.utelvt.edu.ec/site/wp-content/uploads/2022/06/turismo-3.jpg	(from https://www.utelvt.edu.ec/site/facultades/ciencias-sociales-y-de-servicios/turismo/)
21:20:48	20887/20887	---MC-	200	added ('OK')	application/json	date:Tue,%2008%20Oct%202024%2002:20:48%20GMT	https://www.utelvt.edu.ec/site/wp-json/wp/v2/pages/701	C:/My%20Web%20Sites/UTELVT/www.utelvt.edu.ec/site/wp-json/wp/v2/pages/701.json	(from https://www.utelvt.edu.ec/site/facultades/ciencias-sociales-y-de-servicios/sociologia/)
21:20:49	562709/562709	---M--	200	added ('OK')	image/jpeg	date:Wed,%2022%20Jun%202022%2019:56:48%20GMT	https://www.utelvt.edu.ec/site/wp-content/uploads/2022/06/turismo-2.jpg	C:/My%20Web%20Sites/UTELVT/www.utelvt.edu.ec/site/wp-content/uploads/2022/06/turismo-2.jpg	(from https://www.utelvt.edu.ec/site/facultades/ciencias-sociales-y-de-servicios/turismo/)
21:20:50	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2008%20Oct%202024%2002:20:49%20GMT	https://www.utelvt.edu.ec/site/?p=701	C:/My%20Web%20Sites/UTELVT/www.utelvt.edu.ec/site/index6fe2.html	(from https://www.utelvt.edu.ec/site/facultades/ciencias-sociales-y-de-servicios/sociologia/)
21:20:50	2328/2328	---MC-	200	added ('OK')	application/json	date:Tue,%2008%20Oct%202024%2002:20:49%20GMT	https://www.utelvt.edu.ec/site/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.utelvt.edu.ec%2Fsite%2Ffacultades%2Fciencias-sociales-y-de-servicios%2Fsociologia%2F	C:/My%20Web%20Sites/UTELVT/www.utelvt.edu.ec/site/wp-json/oembed/1.0/embed5097.json	(from https://www.utelvt.edu.ec/site/facultades/ciencias-sociales-y-de-servicios/sociologia/)
